Paper_Number,LLM_Rating,LLM_Reason,Brief_Evidence,LF1_Transparency,LF2_RoadmapCredibility,LF3_RiskDisclosure,LF4_Differentiation,LF5_Traction,LF6_BusinessModelClarity,LF7_GoToMarket,LF8_ExecutionCredibility,LF9_TechnicalFeasibility,LF10_SmartContractSecurity,LF11_Scalability,LF12_IncentiveCompatibility,LF13_FinancialSkewness,LF14_TokenomicsSustainability,LF15_UseTestCaseNecessity,LF16_GovernanceDesign,LF17_RegulatoryExposure,LF18_PartnershipQuality
paper_108.txt,3.4,"The whitepaper is relatively detailed and unusually concrete for its era, with an existing product, named clients, team/advisors, token allocation, use of funds, and a plausible safety-tech use case. However, the roadmap is dated and partially stale, the token value proposition is still somewhat generic, and several claims about AI/blockchain performance and decentralization are not deeply evidenced. Overall it reads as a moderately credible operating business using tokenization, but not a highly rigorous or technically de-risked crypto project.","Transparency: identifies team, advisors, token supply, use of funds, risks, and exclusions. Roadmap: includes milestones and geographic expansion, but dates are old and credibility is limited. Risk disclosure: strong disclaimer and explicit technical/regulatory risks. Differentiation: safety-tech + AI + blockchain + open-source protocol, though claims are broad. Traction: strong, with working product since 2015 and named clients (e.g., KPN, BAM, Ingram Micro). Business model: pay-per-usage SGT, oracle fees, licensed and open-source paths. Go-to-market: presale/crowdsale, partner-led rollout, regional expansion. Execution credibility: experienced founders/team and advisors, but ambitious scope. Technical feasibility: detailed AWS/Kafka/Spark/Docker/ML architecture, though high-level. Smart contract security: mentions vesting and smart contracts, but little security detail. Scalability: repeatedly emphasizes blockchain/open-source/network effects and micro-economy. Incentives: SGT rewards oracle contributors and usage-based payments. Financial skewness: limited discussion of upside/downside asymmetry beyond utility framing. Tokenomics sustainability: capped supply, allocations, vesting, and usage-based demand, but sustainability assumptions are not deeply modeled. Use-case necessity: workplace accident prediction/prevention is clearly articulated and domain-relevant. Governance: Foundation oversight and community validation of oracles, but governance mechanics are light. Regulatory exposure: strong KYC/AML, jurisdiction exclusions, and securities disclaimer. Partnerships: several named integrations/partners, but quality and depth are not fully evidenced.",2,1,3,2,3,2,2,2,2,1,2,2,1,2,3,2,2,2
paper_109.txt,2.8,"The whitepaper presents a coherent product vision and a fairly detailed architecture, roadmap, team, and risk section, but much of the execution plan remains aspirational. It has some traction via Zapya’s large user base and credible founders/advisors, yet the token model, governance, security assumptions, and regulatory framing are only partially developed. Overall it reads as a conceptually strong but operationally immature 2018-era blockchain proposal.","Transparency: identifies team, advisors, token allocation, roadmap, and risks. Roadmap: month-by-month milestones through 2019, though not deeply validated. Risk disclosure: extensive and explicit. Differentiation: combines Zapya, IPFS, blockchain, and dWeb/content promotion. Traction: cites 576M cumulative Zapya users and regional penetration. Business model: ad/content sale revenue split and token incentives described. Go-to-market: targets developing markets and existing Zapya users. Execution credibility: experienced founders, but many assumptions. Technical feasibility: plausible components, but integration-heavy and unproven. Smart contract security: minimal detail beyond generic blockchain use. Scalability: discusses IPFS swarms and distributed storage. Incentive compatibility: multi-level rewards and curator/follower incentives. Financial skewness: some revenue-share logic, but limited investor-return analysis. Tokenomics sustainability: dual-token system and conversion ratios, but dynamic and somewhat ad hoc. Use-case necessity: strong case for decentralized content distribution in underserved markets. Governance: weak on decision rights and protocol governance. Regulatory exposure: explicitly acknowledges censorship, securities, AML, and jurisdictional risks. Partnership quality: credible advisors and industry links, but few concrete external partnerships.",2,2,3,2,2,2,2,2,2,1,2,2,1,2,3,1,3,2
paper_11.txt,3.4,"The whitepaper presents a coherent insurance-focused blockchain use case with concrete stakeholder flows, a phased rollout, token utility, and some real-world traction via The Challenge and named corporate relationships. However, it relies heavily on broad claims, has limited technical depth, weak governance/token-holder rights, and only partial risk/security discussion. Overall it is more credible than many ICO-era papers, but still reads as moderately promotional and under-specified in execution details.","Transparency: identifies issuer, team, advisors, token terms, and use of proceeds, but with limited operational disclosure. Roadmap: includes a dated timeline and phased rollout. Risk disclosure: includes generic disclaimers and KYC mention, but little substantive project risk analysis. Differentiation: positions Insureum as insurance-specific data/token protocol, though differentiation is mostly narrative. Traction: cites Forbes recognition, $5.2M seed/Series A, KB Kookmin Card contract, and pilot activity. Business model: explains data purchase, commissions, fees, and reserve pool. Go-to-market: outlines adoption strategies for insurers, users, and third parties. Execution credibility: team/advisors are detailed and relevant, but milestones remain ambitious. Technical feasibility: ERC20/Ethereum, smart contracts, hashes, distributed storage, but implementation specifics are thin. Smart contract security: mentions integrity and automation, but little on audits or attack surfaces. Scalability: references gas savings and distributed storage, but no rigorous scaling plan. Incentives: token rewards for users, developers, GAs, and insurers are described. Financial skewness: limited discussion of downside asymmetry or investor risk/reward. Tokenomics sustainability: fixed supply, allocations, dynamic fees, reserve pool, and adoption incentives are described. Use-case necessity: strong insurance-specific fit for UBI, microinsurance, claims, and data monetization. Governance: weak, with centralized control and no token-holder governance rights. Regulatory exposure: KYC and GDPR are mentioned, but broader insurance/licensing risk is only lightly addressed. Partnerships: several named Korean institutions and advisors, though partner details are not deeply evidenced.",2,2,2,2,3,3,2,2,2,1,2,2,1,2,3,1,2,2
paper_110.txt,3.4,"The whitepaper is technically detailed and unusually strong on cryptographic architecture, verifiability, privacy, and election-specific use case fit. However, it is weaker on token utility, tokenomics, commercialization, roadmap specificity, and concrete traction. It reads more like a serious systems paper than a mature investable token thesis.","Strong transparency and auditability claims; detailed multi-layer architecture (Skipchain, Cotena, Valeda, Votapp); explicit privacy/integrity/accessibility requirements; extensive academic references; some execution credibility from team history and prior deployments; moderate scalability discussion; moderate governance/dispute-resolution design; moderate regulatory awareness via jurisdictional adaptability and election-law references. Weak roadmap, business model, go-to-market, incentive alignment, token economics, smart-contract security specifics, and partnership evidence. Traction is mentioned only generally (formed in 2015, prior work with Swiss Post/Geneva) without hard metrics or adoption data.",3,1,2,2,2,1,1,2,3,1,2,1,1,1,3,2,2,1
paper_111.txt,2.4,"The whitepaper is unusually detailed for an early-stage token project, with concrete land holdings, equipment lists, staged capex/opex, team bios, and explicit risk disclaimers. However, the business case is highly speculative, the token utility is loosely tied to farm expansion and buybacks, and several assumptions (revenues, subsidies, payback, tourism demand) appear optimistic and weakly evidenced. Overall it shows some operational substance but limited rigor in token design, governance, security, and external validation.","Transparency: identifies land plots, assets, team, and costs; Roadmap: multi-year staged plan with 2018-2024 milestones; Risk disclosure: explicit high-risk disclaimer; Differentiation: closed-cycle agro-ecosystem + blockchain, but mostly generic; Traction: existing farm, 163 ha, tractors, income, experience; Business model: revenues from crops, milk, honey, waste, tourism; Go-to-market: token sale on Waves/DEX and Telegram/YouTube promotion, limited detail; Execution credibility: some team experience and asset base, but projections are aggressive; Technical feasibility: operational farm/biogas/warehouse concepts are plausible; Smart contract security: no audit or security detail; Scalability: expansion described, but capacity and market constraints unclear; Incentive compatibility: token buyback/discounts align somewhat with farm performance; Financial skewness: upside emphasized via token appreciation and buybacks; Tokenomics sustainability: weak linkage between token value and cash flows, buyback assumptions uncertain; Use-case necessity: token used for investment/access/discounts, but not essential to operations; Governance: minimal governance structure beyond team control; Regulatory exposure: acknowledges ICO/legal risk and disclaimers; Partnerships: no meaningful external partnerships disclosed.",2,2,3,2,2,2,1,2,2,0,1,2,2,1,2,1,2,0
paper_112.txt,3.2,"The whitepaper is relatively detailed and commercially oriented, with a clear gaming-focused thesis, named team/advisors, explicit risks, and many claimed partnerships. However, it relies heavily on broad market narratives, lacks hard traction or verifiable execution evidence, and the token economics and security design are only partially specified. Overall it reads as a moderately credible concept paper rather than a strongly evidenced investment-grade document.","Transparency: disclaimer, token sale terms, allocation, and team/advisors are disclosed. Roadmap: 2-year, 3-milestone roadmap is stated but high level. Risk disclosure: extensive legal, market, and blockchain risks included. Differentiation: game-specific blockchain, DEX, wallet, GTS, and cross-game asset transfer. Traction: many named partners/advisors, but limited concrete product/user metrics. Business model: fees, token issuance, reserve pool, and developer incentives described. Go-to-market: marketing, partnerships, co-development, and ecosystem expansion mentioned. Execution credibility: experienced team and gaming/blockchain advisors, but no delivered product evidence. Technical feasibility: EOS/DPoS fork, WASM, SDKs, and token standards outlined. Smart contract security: only generic smart-contract references, little security detail. Scalability: 5,000 TPS target and 100,000 TPS aspiration stated. Incentives: rewards, fees, and developer/player alignment discussed. Financial skewness: token sale and reserve allocations disclosed, but investor economics unclear. Tokenomics sustainability: issuance, escrow, and rewards described, but long-term sustainability weakly justified. Use-case necessity: strong case for in-game assets, payments, and cross-game trading. Governance: 21 block producers and voting model described. Regulatory exposure: explicit acknowledgment of crypto/game regulation risk. Partnership quality: numerous recognizable gaming, payment, legal, and media partners/advisors listed, though depth of commitments is unclear.",2,2,3,2,2,2,2,2,2,1,2,2,1,1,2,2,3,3
paper_113.txt,2.0,"The paper presents a somewhat coherent token concept and basic token allocation, but it is largely promotional and light on verifiable execution detail. It offers limited roadmap specificity, no traction, no security architecture, and only weak evidence of technical or economic rigor. The strongest elements are the stated Ether backing, finite supply, and some risk language, but overall credibility remains low to moderate.","Transparency: some disclosure of supply, fees, custody, and reports; Roadmap: mentioned but not detailed; Risk: notes volatility and no profit promises; Differentiation: staking-backed, tradable token concept; Traction: none; Business model: fee plus Ether backing described; Go-to-market: minimal; Execution: team bios only, little delivery evidence; Technical feasibility: conceptually described, not engineered; Security: no smart contract/security specifics; Scalability: only generic references to sharding and staking; Incentives: some alignment via staking and voting, but weak; Financial skewness: limited discussion of returns/value formula; Tokenomics: finite supply and distribution given, but sustainability unclear; Use-case necessity: staking access for smaller investors is plausible; Governance: polling rights mentioned, non-binding; Regulatory exposure: custody, redemption, and profit-like language create notable risk; Partnerships: no substantive partnerships disclosed.",2,1,2,2,0,2,1,1,1,0,1,1,1,1,2,1,2,0
paper_114.txt,2.3,"The whitepaper is conceptually coherent and fairly detailed on architecture, security concerns, and intended developer workflow, but it lacks evidence of traction, governance, concrete roadmap milestones, and rigorous economic design. The token utility and incentive model are described, yet remain speculative and weakly justified. Overall it reads as an early-stage technical concept rather than a mature, investment-grade protocol.","Transparency: moderate detail on components and workflows; Roadmap: only broad future/next steps; Risk disclosure: includes security considerations and volatility concerns; Differentiation: modular payment gateway and state abstraction; Traction: no users, metrics, or deployments; Business model: implied developer fees/staking but not formalized; Go-to-market: generic mainstream adoption claims; Execution credibility: team/plan not substantiated; Technical feasibility: plausible architecture using existing tools; Smart contract security: discusses sync, history, state/action exploits; Scalability: mentions Tendermint/Ethermint and modularity; Incentives: staking, slashing, user discounts; Financial skewness: some discussion of volatility mitigation but limited economics; Tokenomics sustainability: staking/airdrop mechanics but weak long-term balance; Use-case necessity: payment gateway and state verification use cases are clear; Governance: absent; Regulatory exposure: mentions fiat conversion and app-store/payment issues but no compliance plan; Partnerships: references OmiseGo, Tendermint, Gnosis, Oraclize, ChainLink, web3/ETHJS as dependencies rather than formal partnerships.",2,1,2,2,0,1,1,1,2,2,2,2,1,1,2,0,1,2
paper_115.txt,1.8,"The paper presents an ambitious retail/AR/AI/blockchain concept and some token-sale mechanics, but it is largely promotional and lacks verifiable execution evidence. Core claims are broad and repetitive, the roadmap is missing, traction is absent, technical feasibility is only loosely described, and tokenomics appear inconsistent and inflationary. Risk disclosure exists, but governance, security, partnerships, and credible go-to-market detail are weak.","Transparency weak: mostly marketing language with limited concrete disclosures. Roadmap absent. Risk section present with legal/technology/fundraising risks. Differentiation moderate via AR + AI + retail automation + nutrition analytics. Traction absent. Business model and GTM only loosely described through token payments, discounts, and retail API integration. Execution credibility weak; team listed but no verifiable achievements. Technical feasibility weak with high-level AI/AR/blockchain claims only. Smart contract security absent. Scalability weak, with delivery and network expansion claims but no architecture. Incentives weakly described via miner rewards and discounts. Financial skewness weak; ICO allocation given but inconsistent token counts. Tokenomics sustainability weak due to large supply and unclear demand drivers. Use-case necessity moderate for retail ordering/tracking. Governance absent. Regulatory exposure moderate with explicit legal uncertainty. Partnerships absent.",1,0,2,2,0,2,2,1,1,0,1,1,1,1,2,0,2,0
paper_116.txt,2.1,"The whitepaper presents a clear narrative, a sizable team, and a coherent high-level business concept centered on decentralized email and user monetization. However, it is light on technical specifics, risk analysis, governance, security architecture, and credible evidence of execution or traction. The roadmap and financial projections appear optimistic and under-supported, and the token model is described more as a funding mechanism than a robustly justified economic system.","Transparency: basic company/contact info and named team/advisors; Roadmap: dated milestones but aggressive; Risk disclosure: minimal; Differentiation: decentralized email, Ad Center, personal cloud; Traction: none shown; Business model: subscriptions + ads + services in PMT; Go-to-market: broad user segments and marketing mentions only; Execution credibility: experienced-sounding team but limited proof; Technical feasibility: blockchain/email/server claims remain high-level; Smart contract security: third-party audits mentioned only; Scalability: claims of decentralization but no architecture; Incentives: users paid for data/services, some alignment; Financial skewness: projections provided but optimistic; Tokenomics sustainability: PMT utility described, but weak mechanics; Use-case necessity: email privacy rationale is plausible; Governance: absent; Regulatory exposure: security/ICO language acknowledged but not analyzed; Partnerships: advisors listed, no concrete partnerships.",2,1,0,2,0,2,1,1,1,1,1,2,1,1,2,0,1,1
paper_117.txt,2.2,"The paper presents a coherent commodity-backed token concept with some operational detail on pricing, fees, vaulting, redemption, and a named storage partner. However, it is largely promotional, lacks a credible roadmap, traction, governance, security audit detail, and concrete go-to-market or execution evidence. The tokenomics are described but not rigorously justified, and several claims about stability and full allocation are asserted rather than evidenced.","Transparency: limited team/project disclosure; Roadmap: absent; Risk: minimal discussion of custody, regulatory, and operational risks; Differentiation: silver-backed dual-token model vs fiat/crypto; Traction: no users, volume, or adoption metrics; Business model: fee-based vaulting/redemption/reward structure described; Go-to-market: absent; Execution credibility: some operational descriptions but no milestones; Technical feasibility: ERC-20/Ethereum and smart-contract flow described; Smart contract security: no audits or controls; Scalability: claims of automation and volume-based rewards, but no scaling analysis; Incentives: fees reward holders/traders and fund reserves; Financial skewness: value accrual to holders via fee-driven silver accumulation; Tokenomics sustainability: fee allocation and reserve growth outlined, but assumptions unproven; Use-case necessity: silver savings/checking analogy and redemption utility; Governance: no governance model; Regulatory exposure: little mention beyond vague compliance/tax haven references; Partnership quality: named vaulting partner (SWP Cayman) and vault references, but no verifiable detail.",1,0,1,2,0,2,0,1,2,1,1,2,2,2,2,0,1,2
paper_118.txt,1.0,"No whitepaper content was provided, so there is no evidence to assess any of the 18 factors. The safest evaluation is the minimum score across all dimensions.","No text supplied; therefore no transparency, roadmap, risk, differentiation, traction, business model, go-to-market, execution, technical, security, scalability, incentive, tokenomics, use-case, governance, regulatory, or partnership evidence is present.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paper_119.txt,3.1,"B21 presents a relatively coherent consumer-facing crypto investing product with clear custody, app functionality, regulatory positioning, and some evidence of traction and team capability. However, the whitepaper is heavy on marketing language, light on quantified economics and roadmap detail, and the token utility appears only loosely tied to platform value capture. Overall credibility is moderate rather than strong.","Transparency: some legal/disclaimer and corporate info, but limited hard metrics. Roadmap: mentioned, but not detailed. Risk disclosure: explicit token/regulatory risk language. Differentiation: one-account, multi-asset, simplified UX. Traction: live app in 68+ countries, 1M+ accounts cited via team history, but limited verifiable KPIs. Business model: custodial app, fees, VIP, cards, staking. Go-to-market: mass-market, referrals, local payments, multilingual expansion. Execution credibility: experienced fintech/payments team and advisors. Technical feasibility: multi-exchange execution, order aggregation, app features described. Smart contract security: audited ERC20 mentioned. Scalability: multi-exchange, mixed centralized/decentralized architecture. Incentives: fees, VIP, referrals, staking. Financial skewness: some upside framing, but no rigorous payoff analysis. Tokenomics sustainability: fixed supply and allocations given, but weak value accrual rationale. Use-case necessity: token used for fees/rewards, but not essential to core product. Governance: corporate governance principles described, not on-chain governance. Regulatory exposure: strong emphasis on licenses/KYC/AML and jurisdictional risk. Partnerships: Prime Trust and licensing agreements, but partnership quality not deeply evidenced.",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1
