Paper_Number,LLM_Rating,LLM_Reason,Brief_Evidence,LF1_Transparency,LF2_RoadmapCredibility,LF3_RiskDisclosure,LF4_Differentiation,LF5_Traction,LF6_BusinessModelClarity,LF7_GoToMarket,LF8_ExecutionCredibility,LF9_TechnicalFeasibility,LF10_SmartContractSecurity,LF11_Scalability,LF12_IncentiveCompatibility,LF13_FinancialSkewness,LF14_TokenomicsSustainability,LF15_UseTestCaseNecessity,LF16_GovernanceDesign,LF17_RegulatoryExposure,LF18_PartnershipQuality
paper_108.txt,3.0,"This is a comparatively mature whitepaper with real product history, named clients, a defined team, explicit risks, and a plausible safety-tech use case. The token design is still somewhat weak and the decentralization narrative appears layered onto an already working SaaS business.","Transparency is strong with detailed sections, team, advisors, and disclaimer; traction is strong with existing clients and working product since 2015; risk disclosure is explicit; roadmap and execution are credible but ambitious; token utility is described, though sustainability and governance remain limited.",3,2,3,2,3,2,2,3,2,1,2,2,1,1,3,2,2,2
paper_109.txt,2.4,"The paper is relatively detailed and unusually strong on risk disclosure, with a coherent decentralized content-distribution thesis built around an existing user base. However, the token model and execution path remain only moderately convincing.","Transparency: extensive operational detail and team bios; Roadmap: month-by-month milestones through 2019; Risk disclosure: long, explicit risk section; Differentiation: combines Zapya P2P, IPFS, and blockchain for content promotion.",2,2,3,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2
paper_11.txt,3.6,"This is a comparatively strong whitepaper: it is detailed, well-structured, and grounded in a real operating company with partnerships, prior product traction, and a clear insurance-data marketplace thesis. The main weaknesses are regulatory dependence, some overstatement of blockchain benefits, and limited token-governance rights.","Transparency: extensive disclosures, references, terms, and disclaimers; Traction: mentions Forbes ranking, $5.2M raised, KB Kookmin Card contract, and The Challenge adoption; Business model: clear data-buy/sell and value-chain monetization across insurers, users, developers, and GAs.",3,3,2,2,3,3,2,3,2,2,2,3,2,2,3,2,2,3
paper_110.txt,4.1,"This is a highly credible, technically rigorous whitepaper with strong disclosure, detailed architecture, and a clearly necessary use case in election integrity. The token layer is present but not the core strength; the main weakness is that token economics and incentive design are less developed than the technical system.","Transparency and risk disclosure are explicit in the disclaimer and threat analysis; technical feasibility is supported by detailed Skipchain/Cotena/Valeda architecture and cryptographic protocols; use-case necessity is strong because voting is the central application; partnerships and traction are moderate, with references to Swiss Post, Geneva, EPFL, and prior implementations.",3,2,3,3,2,2,2,3,3,3,2,1,1,1,3,2,3,2
paper_111.txt,2.4,"The whitepaper is unusually concrete for an agricultural token project, with real land holdings, named team members, staged capex/opex, and explicit risk warnings. However, the token economics appear loosely tied to project cash flows and the overall structure remains promotional and somewhat speculative.","Transparency: lists land plots, equipment, team, and costs; Roadmap: multi-year implementation and payback plan; Risk disclosure: explicit high-risk disclaimer; Business model: integrated farm/processing/tourism ecosystem with token redemption plan.",2,2,3,2,2,2,1,2,1,1,1,2,2,1,2,1,2,0
paper_112.txt,3.0,"This whitepaper is comparatively strong on market framing, ecosystem design, and partner/team credibility. The core thesis—using blockchain to tokenize in-game assets and reduce intermediary fees—is coherent and well developed, though still somewhat promotional and dependent on adoption assumptions.","Clear business model with GXC coin, game tokens, DEX, and SDK; roadmap and token sale terms are specified; risks and disclaimers are included; strong partner/advisor list and experienced team; technical claims include EOS-based DPoS, 5,000 TPS target, and game-specific token standards.",2,2,2,2,2,3,2,2,2,2,2,3,1,2,3,2,2,3
paper_113.txt,1.6,"The paper describes a tokenized Ether-backed staking product with a finite supply and some governance features, but the core value proposition is narrow and heavily dependent on Ethereum Casper assumptions. It is more a speculative financial wrapper than a robust utility ecosystem.","Transparency is moderate with token supply, fees, and custody described; roadmap is thin; risk disclosure mentions staking/liquidity/fork issues; no traction or partnerships are evidenced; token utility is mainly staking and redemption mechanics.",2,1,1,2,0,2,0,1,1,1,1,1,1,1,1,1,2,0
paper_114.txt,2.4,"This is a technically detailed infrastructure whitepaper with a clear developer-facing payment-gateway use case and thoughtful discussion of security and modularity. However, it lacks traction, governance, and a concrete commercialization plan.","Transparency is moderate with extensive architecture detail; risk disclosure is strong, especially around database synchronicity and multiple states; differentiation comes from scaffold-based payment abstraction; no traction or partnerships are evidenced.",2,1,3,2,0,2,1,2,2,2,2,2,1,1,3,0,1,1
paper_115.txt,2.0,"The whitepaper has a fairly clear retail/AR/AI concept and unusually explicit risk disclosures, but the token economics are inconsistent and the roadmap/traction are weak. It reads more like a marketing pitch than an investable technical plan.",Transparency: some team and token details are given; Roadmap: essentially absent; Risk disclosure: extensive legal/technology disclaimers; Differentiation: AR shopping plus nutrition analytics; Business model: token-based retail ecosystem and delivery.,2,0,3,2,1,2,2,1,1,1,1,2,1,1,2,0,2,0
paper_116.txt,2.4,"The paper has a clear and economically intuitive thesis: decentralize email ownership and monetize user data through a tokenized ecosystem. It is more concrete than many ICO-era papers, but the technical claims are ambitious and only partially substantiated.","Transparency: named team, office, and funding targets; Roadmap: detailed Q1 2018 to T+20 milestones; Risk: some security and redundancy issues discussed; Differentiation: distributed email client/server model and Ad Center.",2,2,1,2,0,3,2,2,1,1,2,2,1,1,3,1,2,1
paper_117.txt,2.4,"This is a detailed asset-backed token whitepaper with a clear monetary design, fee mechanics, redemption logic, and custody/vaulting narrative. However, it lacks a credible roadmap, traction, and governance, and the claims are mostly conceptual rather than evidenced.","Transparency is moderate with extensive mechanics but little verifiable proof; business model is explicit via SLVT/SLVD issuance, fees, and redemption; no roadmap or go-to-market plan; partnership with SWP Cayman and vaulting references are stated.",2,0,1,2,0,3,0,1,2,1,2,2,2,2,3,0,2,2
paper_118.txt,1.0,"No whitepaper content was provided in the last message, so there is no basis for evaluation beyond absence.","Empty input; no project description, roadmap, tokenomics, team, or technical details.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paper_119.txt,3.0,"This is a comparatively mature and operationally grounded whitepaper. It has clear product-market framing, concrete features, licensing/custody references, team/advisor detail, and some live traction, though the token utility and long-term moat are still only moderately convincing.","Transparency is strong with legal disclaimer, FAQ, governance, and additional links; traction is stated with B21 Invest live in 68+ countries; business model centers on custodial portfolio management, cards, and DeFi access; risk/regulatory discussion is explicit.",3,2,3,2,3,3,2,3,2,2,2,2,1,2,2,2,2,2
paper_12.txt,2.6,"This whitepaper is relatively detailed and unusually explicit about risks, token mechanics, vesting, and revenue streams. The concept is understandable and the roadmap/team are laid out, but the project remains highly promotional with limited independently verifiable traction and weak partnership evidence.","Transparency and risk disclosure are stronger than average; roadmap includes POC, app releases, and NFT integration; business model relies on ads, premium subscriptions, NFT fees, and content exposure; tokenomics include large community rewards and vesting schedules.",2,2,3,2,1,2,2,2,2,2,1,3,1,2,2,1,2,0
paper_120.txt,3.0,"This whitepaper is comparatively detailed and operationally grounded, with multiple live products, explicit token mechanics, security notes, and a clear platform strategy. The main weaknesses are promotional tone, broad scope, and only moderate evidence that the token is strictly necessary or sustainably designed.","Transparency: extensive disclaimers, token supply, vesting, and legal sections; Traction: several apps already released and audited; Business model: ENK as platform fuel across loyalty, contests, IoT, AR, and e-voting; Risk disclosure: explicit regulatory and protocol risks.",3,2,3,2,3,3,2,3,2,2,2,2,2,2,3,1,2,1
paper_121.txt,3.6,"This whitepaper is unusually detailed for its era, with clear product mechanics, token utility, risk disclosure, roadmap, and team information. The concept is coherent and commercially oriented, though some assumptions are aggressive and execution risk remains meaningful.","Transparency: extensive operational and token-sale detail; Roadmap: dated milestones and staged launch plan; Risk disclosure: explicit legal, regulatory, market, and technical risks; Differentiation: encapsulated P2P instruments, dark pools, and cross-exchange spread tools.",3,2,3,3,2,3,3,2,2,2,2,3,2,2,3,1,2,2
paper_122.txt,3.0,"This is a comparatively strong whitepaper with clear product scope, real traction, detailed token mechanics, and a coherent incentive design. The main weaknesses are moderate execution risk, limited governance detail, and some reliance on optimistic assumptions about scaling to stocks and global content moderation.","Transparency is high with team identities, legal entity, references, and metrics; traction includes 1.2M users and 70k DAU; business model combines data subscriptions and tokenized content rewards; tokenomics specify fixed supply, vesting, and mining schedule.",3,2,2,2,3,3,2,2,2,2,2,3,2,2,3,1,2,2
paper_123.txt,3.0,"This is a comparatively mature and detailed whitepaper with strong conceptual framing, explicit governance design, and a well-articulated protocol architecture. It is still somewhat theoretical and promotional, but the technical and organizational structure is substantially more credible than average.","Transparency is strong with extensive definitions, history, and mechanics; risk disclosure includes information asymmetry, regulation, and blockchain limitations; governance is detailed via DIF, vDIP, certification, and DAO roles; token utility is tied to staking and protocol participation.",3,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,2,2
paper_124.txt,2.4,"This whitepaper is relatively clear about the product stack and target users, and it includes explicit risk and compliance language. However, the technical claims are overstated, the roadmap is dated/inconsistent, and token utility appears secondary to fundraising and exchange activity.","Transparency: named office, contacts, and channels; Business model: payment gateway + exchange + card + token; Risk disclosure: dedicated risk section and disclaimer; Traction/partnerships: claims of 19,000 users, IBM and bank collaborations, but limited verification.",2,1,2,2,2,3,2,2,1,1,2,2,1,1,2,0,2,2
paper_125.txt,1.0,"No whitepaper content was provided in the last message, so there is nothing substantive to evaluate. All factor scores are therefore absent.","Empty input; no project description, roadmap, tokenomics, team, risks, or partnerships were included.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paper_126.txt,3.4,"This is a technically detailed and internally coherent DeFi/blockchain whitepaper with strong protocol design, clear token utility, and substantial mechanics around liquidity, staking, governance, and fees. The main weakness is that it reads more like a protocol specification than a business plan, with limited roadmap and partnership evidence.","Transparency: extensive technical disclosure; Roadmap: little explicit milestone planning; Risk: some slashing/unbonding and reset mechanics, but limited market risk discussion; Differentiation: AMMOB, cross-chain BIPx, core-level fee logic.",2,1,1,3,2,3,1,2,3,2,3,3,2,2,2,2,1,0
paper_127.txt,2.8,"The whitepaper is relatively structured and commercially coherent, with a clear luxury marketplace use case, token utility, and some traction claims. However, it remains promotional, with limited verifiable evidence and only moderate depth on governance and token sustainability.","Transparency: detailed sections but mostly self-reported claims; Roadmap: phased development and token sale schedule; Risk disclosure: explicit risk table included; Business model: referral, advertising, conversion, and VIP membership revenues.",2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,1,2,2
paper_128.txt,2.0,"This whitepaper is relatively transparent and operationally grounded, with a clear task-reward use case and detailed token sale mechanics. However, the product differentiation is modest, the roadmap is thin, and the token value proposition appears mostly tied to platform usage rather than durable economic demand.","Transparency: explicit legal disclaimer, team, offices, and token terms; Risk disclosure: strong regulatory and protocol risk section; Business model: task-based rewards and platform usage fees; Security: mentions ASVS Level 3, audit, and GDPR compliance.",2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,0,2,0
paper_129.txt,3.0,"This is a technically detailed and relatively credible whitepaper with clear problem framing, architecture, prior prototypes, and references. Its strongest point is the scalability thesis for a real-world social-security use case, though commercialization and adoption remain underdeveloped.","Transparency is strong with authors, organization, references, and ongoing work disclosed; roadmap includes MVP, mobile app, and protocol specs; risks include privacy, data unavailability, and mass exit issues; scalability is central via Plasma side-chains and Tendermint.",3,2,2,2,2,2,1,2,2,2,3,2,1,2,3,2,3,1
paper_13.txt,3.0,"This whitepaper is relatively detailed and operationally grounded, with a clear remittance/payment use case, explicit risk disclosures, and concrete partnerships. However, it remains heavily dependent on external partners and regulatory approvals, and the token value proposition is only moderately compelling.","Transparency and risk disclosure are strong, with extensive legal disclaimers and purchaser restrictions. Business model is clear: white-label wallet, remittance, exchange, and merchant acceptance. Partnerships with MatchMove, Komodo, and Creo are central, and the roadmap includes licensing and regional expansion.",3,2,3,2,1,3,2,2,2,2,2,2,1,2,3,1,3,3
paper_130.txt,3.0,"This whitepaper is comparatively strong on product definition, market framing, traction, and partnerships. It describes a plausible ad-tech use case with live MVP claims and a clear go-to-market plan, though the token economics and long-term decentralization remain weakly justified.","Transparency: detailed product/roadmap sections but promotional tone; Traction: live platform, trial screens, 500+ advertisers, awards; Business model: direct-to-advertiser DOOH with tokenized ad slots; Partnerships: named investors, Apadmi, and multiple territory agreements.",2,2,1,3,3,3,3,2,2,2,2,2,1,1,3,1,2,3
paper_131.txt,2.4,"The paper is detailed and structured, with a fairly clear platform/token model and a long roadmap. However, it is highly promotional, makes broad claims about trust and integration, and provides limited verifiable evidence of execution or partnerships.","Transparency: explicit disclaimer that the paper is unfinished and non-offer; Roadmap: multi-year milestones from 2016–2021; Risk: some mention of market fragmentation and trust issues; Business model: BR/ViP/token fees, buyback fund, and platform commissions are described.",2,2,2,2,2,3,2,2,1,1,2,2,2,1,2,1,1,1
paper_133.txt,3.0,"This is a comparatively strong protocol whitepaper: it clearly defines the problem, specifies the on-chain/off-chain architecture, includes governance and regulatory disclaimers, and proposes a plausible incentive mechanism. The main weakness is that traction and implementation evidence are limited, and the token’s economic necessity is only moderately convincing.","Transparency and risk disclosure are strong, with extensive disclaimers and regulatory discussion. The protocol design is detailed (RES contract, ERC-808, off-chain relayer, anti-spam, governance). Use-case necessity is clear for booking markets, especially hotel reservations.",3,2,3,3,1,3,2,2,2,2,2,3,1,2,3,2,2,1
paper_134.txt,3.0,"This is a comparatively mature whitepaper with strong disclosure, identifiable company history, real clients, awards, and a clear commercial use case. The token utility is understandable, though the blockchain necessity is somewhat overstated and the token design still looks primarily promotional.","Transparency and risk disclosure are strong, with extensive legal disclaimers and company details. Traction is strong: 200M+ coupons issued, named clients like Starbucks and Hong Kong Airport Authority, and awards. Business model is clear around coupon issuance, redemption, settlement, and platform access via CCT.",3,2,3,2,3,3,2,3,2,1,2,2,1,2,2,1,3,3
paper_135.txt,2.6,"This whitepaper is relatively detailed and operationally grounded for an exchange project, with clear product modules, compliance framing, revenue sources, and a token model. However, it remains promotional, with some ambitious performance claims and limited independent verification.","Transparency: named team, wallets, contract links, and roadmap; Risk disclosure: explicit sections on hacks, manipulation, compliance, and customer support; Business model: exchange fees, listing fees, remit, custody, debit cards, and IEO platform; Partnerships: Modulus Global and IdentityMind Global are cited.",2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2
paper_136.txt,2.4,"The paper is relatively detailed and includes a clear product concept, token mechanics, team/advisor listings, and explicit risk disclosures. However, the roadmap and scalability claims are weakly substantiated, and the token model appears primarily incentive-driven rather than economically robust.","Transparency: disclaimer, token terms, and team/advisors are disclosed; Risk: explicit legal/technical risk section; Business model: marketers fund reward pools and recipients earn EMA; Scalability: heavy reliance on blockchain transactions for massive email volumes is not convincingly solved.",2,1,2,2,2,2,2,2,2,2,1,3,1,1,2,1,2,2
paper_137.txt,2.6,"This whitepaper is relatively structured and commercially grounded, with a clear fintech value proposition, compliance framing, and multiple revenue streams. However, it remains largely aspirational, with limited evidence of live traction and several execution assumptions that are not yet validated.","Transparency: includes legal/compliance appendices and references; Roadmap: staged milestones from 2017–2019; Risk disclosure: explicit risk section; Business model: membership, lending, marketplace, and fees are described; Traction: mostly proof-of-concept and planned launch.",2,2,2,2,1,3,2,2,2,2,2,2,1,1,2,1,2,1
paper_138.txt,4.1,"This is a comparatively strong whitepaper with a well-articulated market problem, detailed protocol design, explicit incentives, and a credible roadmap. It is still early-stage and somewhat speculative, but the economic and technical framing is unusually rigorous for the genre.","Transparency: clear roles, fees, token sale, and disclaimer; Roadmap: phased Alpha/Beta/Gamma/Stable milestones; Business model: bounties, offers, fees, and arbiter rewards; Technical feasibility: concrete smart-contract and channel architecture with SGX/IPFS/Raiden references.",3,3,2,3,1,3,2,3,3,2,3,3,2,3,3,2,2,2
paper_139.txt,3.4,"This is a comparatively mature whitepaper with strong disclosure, a clear utility narrative, detailed token mechanics, and a plausible market problem in renewable energy verification. The main weakness is that the technical and adoption claims are ambitious and somewhat dependent on partnerships and oracle quality.","Transparency and risk disclosure are strong, including legal notices and explicit limitations; business model is clear around minting/rewarding verified renewable production; partnerships are extensive (cities, universities, firms); roadmap and token allocation are specified, though execution remains challenging.",3,2,3,2,2,3,2,2,2,2,2,3,1,2,3,2,2,3
paper_14.txt,2.0,"Railz describes a plausible IoT-focused blockchain utility token with a specific technical claim set and a named team, but the paper is light on evidence, risk analysis, and operational detail. It reads as a moderately credible concept rather than a fully substantiated project.","Transparency is moderate with token supply, caps, and team names disclosed; roadmap is limited; no meaningful risk section; differentiation comes from machine-negotiated consensus and high-throughput protocol; traction is not demonstrated.",2,1,0,2,1,2,1,2,2,1,2,2,1,1,2,0,1,1
paper_140.txt,2.4,"This whitepaper is relatively well-structured and operationally detailed for an education/analytics crypto platform, with clear audience segmentation, token utility, roadmap, and team/advisor disclosures. However, the token value proposition is still somewhat circular and the technical moat is limited.","Transparency and risk disclosure are stronger than average, with a long liability section and KYC/geofence restrictions; roadmap includes MVP, alpha, beta, and expansion phases; token is used for payments, voting, and access to services; team and advisory board are extensive and named.",2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2
paper_141.txt,3.0,"This is a relatively detailed film-token whitepaper with a clear financing structure, explicit smart-contract mechanics, and a defined legal wrapper. Still, it is highly promotional, with speculative assumptions and limited evidence of real traction or durable token economics.","Transparency: named team, legal terms, token supply and sale mechanics; Roadmap: present but not deeply operational; Risk disclosure: some legal/regulatory caveats and safety net; Business model: tokenized film financing with revenue participation and voting gates.",2,1,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,1
paper_142.txt,3.0,"This is a comparatively strong, execution-oriented whitepaper with real-world traction, named partners, a clear B2B business model, and a plausible supply-chain use case. The token design is still somewhat promotional and the regulatory/token utility framing is not fully clean.","Traction is strong with 50+ merchants, 100+ brands, and government/association support; business model is explicit with subscription, transaction, and label fees; go-to-market includes channel, distributor, and SaaS models; partnerships include Enterprise Singapore, IMDA, Morpheus Labs, YCH, and trade associations.",2,2,1,2,3,3,3,3,2,1,2,2,1,2,3,1,2,3
paper_143.txt,3.0,"The paper is relatively well-structured and clearly articulates an XR land, browser, and advertising ecosystem with a plausible go-to-market path. However, the token design leans heavily on speculative revenue-share claims and the regulatory framing is inconsistent with the economic rights described.","Transparency: detailed product and token sections plus disclaimer; Roadmap: phased 2018–2020 milestones; Risk: some technical and market risks acknowledged; Differentiation: XR web tied to geolocations and digital real estate; Traction/partnerships: demo versions, accelerator mention, advisor list.",2,2,2,3,2,3,2,2,2,1,2,2,1,1,3,1,2,2
paper_144.txt,1.6,"This whitepaper describes a straightforward crypto-enabled P2P marketplace with escrow and a commission model, but it is mostly promotional and lacks evidence of traction, governance, or robust technical depth. The token utility is present but not compellingly differentiated.",Transparency is moderate with clear fee and token-sale terms; roadmap is minimal; risk disclosure is generic; business model is a 5% commission marketplace; no traction or partnerships are shown; token utility is mainly platform payments and discounts.,2,1,1,1,0,2,1,1,2,1,1,1,1,1,2,0,1,0
paper_145.txt,3.0,"This whitepaper is comparatively detailed and operationally grounded, with a clear microfinance use case, licensing information, partner references, and a structured lending workflow. The main weaknesses are token complexity, optimistic assumptions, and limited evidence of live traction.",Transparency: registered entity and licenses listed; Roadmap: multi-year rollout with milestones; Risk disclosure: NPL/default handling and legal process described; Partnerships: PICO Finance and CreditOK are named with operational context.,2,2,2,2,2,3,2,2,2,1,2,2,2,1,3,2,2,3
paper_146.txt,2.6,"This whitepaper is more structured and credible than a typical token pitch, with a clear Layer-1 migration narrative, token utility, staking/governance design, and a phased roadmap. However, it still relies heavily on promotional claims, has limited evidence of traction, and leaves key technical and regulatory details under-specified.",Transparency is moderate with named team members and token allocation; roadmap includes testnet/mainnet milestones; risk disclosure is limited; differentiation comes from EVM-compatible sovereign L1 positioning and Indonesia compliance claims; no substantive partnerships are documented.,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0
paper_147.txt,2.4,"The paper is relatively structured and includes a clear exchange/escrow business model, roadmap, team, and some risk disclosure. However, it remains promotional, with limited evidence of traction and weak tokenomics sustainability.",Transparency: references and disclaimers are present; Roadmap: dated milestones through 2020; Risk disclosure: explicit hacking/regulatory warnings; Business model: fees from instant trades and escrow hedge trades paid in BQTX.,2,2,2,2,1,3,2,2,2,2,2,2,1,1,2,1,1,1
paper_148.txt,2.8,"The paper is unusually detailed and includes substantial team bios, operating businesses, and a multi-layered funding/governance structure. However, the token economics are highly promotional, with aggressive return claims and weak evidence for sustainability.",Transparency: extensive disclosures and disclaimers; Roadmap: dated launch and expansion milestones; Risk: some legal/compliance language and forward-looking caveats; Partnerships/team: many named operators and existing businesses with operational detail.,2,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,1,3
paper_149.txt,2.0,"This whitepaper is relatively transparent about legal and investment risks, but the project itself is mostly promotional and under-specified. The exchange, borrowing, gaming, and ICO-listing features are broad claims without strong evidence of traction or technical depth.","Strong disclaimer and risk sections; business model includes exchange fees, borrowing, Token Play, and ICO listing; no traction metrics; roadmap is mentioned but not detailed; security claims include multisig and cold storage, but implementation specifics are thin.",2,1,3,2,0,2,1,1,1,2,1,1,1,1,1,0,3,1
paper_15.txt,2.4,"The whitepaper describes a clear and practical use case for digital inheritance, with understandable token utility and a reasonably structured service model. However, the tokenomics and security assumptions are weak, and the regulatory burden is high.","Transparency: named team and advisors plus exchange list; Roadmap: partial app and smart contract milestones; Risk: limited discussion; Differentiation: digital wills and successor access; Regulatory exposure is high because the product stores sensitive credentials and may touch custody, privacy, and inheritance law.",2,2,1,2,1,3,1,2,2,1,2,2,1,1,3,1,3,1
paper_150.txt,3.6,"This whitepaper is relatively strong on transparency, traction, and business-model detail. It benefits from an existing operating platform, concrete user metrics, and a fairly complete token utility design, though the tokenomics and decentralization claims remain somewhat optimistic.","Transparency: explicit disclaimer, detailed sections, and live links; Traction: existing Files.fm platform with 1.7M monthly users and revenue; Business model: freemium, ads, paid content, storage, and token utility are clearly laid out; Risks: legal/content-control and technical limitations are discussed.",3,2,2,2,3,3,2,3,2,2,2,3,2,2,3,2,2,1
paper_151.txt,2.4,"This whitepaper is relatively well-structured and unusually explicit about risks, token mechanics, and roadmap. However, it remains largely conceptual, with no traction and limited evidence that the education marketplace can be executed at scale.","Transparency and risk disclosure are stronger than average; roadmap has dated phases and deliverables; business model relies on fees, insights, and talent matching; token sale terms and vesting are detailed, but traction and partnerships are not evidenced.",2,2,3,2,0,2,1,2,2,2,2,2,1,1,2,1,2,1
paper_152.txt,3.0,"This whitepaper is relatively transparent and operationally detailed, with a clear product thesis, revenue model, and token utility. However, it remains somewhat promotional, and several claims about uniqueness and scale are stronger than the evidence provided.","Transparency is strong with extensive disclaimers, citations, team listing, and token allocation details; business model is clear via exchange fees, KYC/accreditation, and token utility; roadmap and milestones are present, but traction and partnerships are only modestly evidenced.",3,2,2,2,2,3,2,2,2,1,2,2,2,2,3,1,2,1
paper_153.txt,3.6,"This is a comparatively strong whitepaper: it clearly defines the ecosystem, attribution logic, token distribution, roadmap, and team/advisors. The core idea is coherent and well-motivated, though some technical and regulatory assumptions remain optimistic.","Transparency is high with detailed protocol, tokenomics, and team disclosure; roadmap includes staged launches and testnet/mainnet milestones; business model centers on content attribution and creator rewards; traction includes early sale and prototype references.",3,3,1,3,2,3,2,3,2,2,2,3,2,2,3,1,2,2
